SNAPDIST,DISTRICT,DZCNTYNM,REGION,DZRATING,DZCAMPUS,DPETALLC,DPETBLAP,DPETHISP,DPETWHIP,DPETOTHP,DPETECOP,DPETLEPP,DPETSPEP,DPETBILP,DPETVOCP,DPETGIFP,DA0AT08R,DA0708DR08R,DADC408R,DA0GR08N,DAGC408R,DA311TA09R,DA311TR09R,DA311TW09R,DA311TM09R,DA311TC09R,DA311TS09R,DB311TA09R,DH311TA09R,DW311TA09R,DO311TA09R,DE311TA09R,DACTA09R,DA0CT08R,DA0CC08R,DA0CS08R,DA0CA08R,DPSATOFC,DPSTTOFC,DPSCTOFP,DPSSTOFP,DPSUTOFP,DPSTTOFP,DPSETOFP,DPSXTOFP,DPSCTOSA,DPSSTOSA,DPSUTOSA,DPSTTOSA,DPSAMIFP,DPSAKIDR,DPSTKIDR,DPST05FP,DPSTEXPA,DPSTADFP,DPSTURNR,DPSTBLFP,DPSTHIFP,DPSTWHFP,DPSTOEFP,DPSTREFP,DPSTSPFP,DPSTCOFP,DPSTBIFP,DPSTVOFP,DPSTGOFP,DPFVTOTK,DPFTADPR,DPFRAALLT,DPFRAALLK,DPFRASTAP,DZRVLOCP,DPFRAFEDP,DPFFENDT,DPFFENDP,DPFEAALLT,DPFEAOPFT,DPFEAOPFK,DPFEAINSP,DZEXADMP,DZEXADSP,DZEXPLAP,DZEXOTHP,DPFEAINST,DPFEAINSK,DPFPAREGP,DPFPASPEP,DPFPACOMP,DPFPABILP,DPFPAVOCP,DPFPAGIFP,DPFPAATHP,DPFPAOTHP
Darrouzett,148905,148 LIPSCOMB,16,RE,1,150,2,29,68,1,60.7,2,11,2,19,7,94.6,0,.,0,.,60,93,85,70,71,93,.,25,74,.,44,83,.,.,.,.,34,17,3,3,0,51,15,29,84975,57600,.,43652,9,4.4,8.6,22.9,14.5,11.5,0,0,0,94,6,89,0,6,0,5,0,1633202,1.112000,2113312,18062,37,58,5,1129609,35,2344671,2065382,17653,52,12,5,18,13,1081733,9246,66,7,9,0,14,0,3,0
George West,149901,149 LIVE OAK,02,AA,4,1096,1,51,46,1,40.9,2,11,2,29,10,94.9,0,5.6,69,87.3,79,94,94,84,81,96,70,67,89,.,67,85,54,17.6,1073,19.6,186,88,1,3,8,47,17,25,87717,70100,47515,44097,26,5.9,12.5,25,16.1,20.5,11.1,0,14,86,0,82,6,0,0,6,6,474375,1.168000,10819839,9678,46,47,7,2065681,21,10542494,10099127,9033,57,6,6,10,20,5760790,5153,58,12,14,0,6,3,6,1
Three Rivers,149902,149 LIVE OAK,02,AA,3,618,1,53,45,2,47.7,4,12,4,31,8,96.2,0,.,0,.,73,94,90,81,79,96,.,70,77,.,68,91,.,20,1097,20.7,118,64,2,2,8,54,12,23,73152,62767,51154,46536,29,5.2,9.7,20.2,14.3,17.2,13.6,0,12,88,0,87,6,0,1,5,1,877500,1.088000,8340437,13452,31,63,6,1004532,14,8636578,7416831,11963,55,8,5,16,16,4068674,6562,68,9,12,1,4,1,4,2
Llano,150901,150 LLANO,13,RE,4,1958,1,15,83,1,53,3,11,3,18,10,95.2,0,5.4,121,91.5,81,94,96,87,87,95,78,68,84,93,74,91,65.7,31.3,1017,19.4,302,152,1,2,8,50,14,24,82363,68732,50406,44587,7,6.5,12.9,21.8,14.7,23.6,14.7,0,2,98,0,81,9,0,0,4,6,1340728,1.215000,23597186,11900,20,73,7,4309112,13,24770264,16873702,8509,56,8,6,10,21,9375946,4728,62,18,9,0,4,0,5,1
Rise Academy,152802,152 LUBBOCK,17,EX,1,231,70,26,4,0,88.7,0,8,0,0,0,97.8,0,.,0,.,97,98,.,.,94,.,97,95,.,.,96,.,.,.,.,.,27,15,0,3,0,56,36,6,.,52000,.,35875,82,8.5,15.1,52.4,7,0,36.6,46,33,21,0,74,7,20,0,0,0,0,0.000000,1654142,8189,88,3,9,428060,42,1413110,1404917,6955,67,12,1,17,3,942789,4667,68,5,27,0,0,0,0,0
South Plains,152803,152 LUBBOCK,17,EA,1,121,13,76,10,1,88.4,0,7,0,8,0,88.6,.,25.6,28,43.6,18,61,.,33,21,68,.,15,.,.,17,36,5.6,.,.,.,17,8,1,12,0,45,0,42,103113,26996,.,37335,88,7.2,16.1,80,5.7,40,15.8,47,27,13,13,73,13,0,13,0,0,0,0.000000,1438257,10814,76,0,23,467255,49,1313865,1313865,9879,47,14,14,19,5,617771,4645,44,17,35,0,4,0,0,0
Harmony Sci Acad (Lubbock),152805,152 LUBBOCK,17,EX,1,309,17,60,23,1,77.7,0,5,0,18,2,95.9,0,.,0,.,76,91,83,86,92,93,73,72,91,.,74,.,.,.,.,.,25,20,0,14,0,81,0,4,.,64596,.,34644,16,12.5,15.3,92.6,1.8,21.1,49.6,5,15,80,0,97,0,0,0,1,3,0,0.000000,2094936,11386,79,3,18,-287325,-17,2170963,2079873,11304,54,13,9,16,8,1123020,6103,81,2,17,0,0,0,0,0
Lubbock,152901,152 LUBBOCK,17,AA,61,28122,15,50,33,2,60.8,3,12,2,19,3,94.6,0.4,9.1,1608,78.1,70,91,93,78,74,92,52,62,87,91,59,78,56.5,32.2,1027,21.2,3608,2020,1,3,12,56,15,13,93534,74184,54361,44544,28,7.8,13.9,34.2,13.2,27.3,12.9,4,13,82,1,77,9,5,1,3,5,295545,1.235000,257041454,9197,43,43,15,25243131,14,265414223,229488020,8211,58,5,6,11,20,133030947,4760,60,16,15,2,3,1,3,2
New Deal,152902,152 LUBBOCK,17,RE,3,710,5,46,49,0,60.4,1,15,1,29,6,96.1,0,0,39,95.1,80,96,98,87,86,.,56,74,87,.,76,97,84.4,11.1,920,19.2,96,65,1,3,5,67,14,9,77732,66271,56574,39716,10,7.4,11,34,12.6,15.8,8.1,0,8,92,0,80,5,5,1,5,4,250382,1.170000,7353258,10313,64,30,7,2022813,29,7303320,6769022,9494,60,5,6,9,20,4066390,5703,67,9,12,0,3,0,8,0
Slaton,152903,152 LUBBOCK,17,RE,5,1312,7,62,30,0,72.3,4,12,5,20,6,96.1,0,0,62,88.2,69,92,90,80,72,98,62,65,80,.,64,90,60.7,26.5,1051,20.9,231,113,2,3,5,49,15,27,84243,67322,45222,41328,28,5.7,11.6,23.7,13.8,21.7,23.2,1,8,91,1,76,13,4,1,6,1,186005,1.283000,14516161,11005,53,29,18,1838512,17,13868599,13282382,10070,56,7,5,10,22,7465841,5660,46,23,20,0,6,0,5,0
Lubbock-Cooper,152906,152 LUBBOCK,17,RE,6,3447,2,31,66,2,43.5,3,12,3,19,4,96.8,0,5.8,126,92,90,98,97,94,92,98,83,83,93,96,83,87,74.7,27.9,1006,20.7,513,269,1,4,8,52,12,22,91738,60768,48427,39608,21,6.7,12.8,37.5,11.5,23.7,14,0,6,93,0,80,9,4,2,3,1,354823,1.285000,32971250,10782,41,48,11,5268667,21,47534708,26032704,8513,58,7,4,9,21,15205208,4972,67,15,10,1,4,1,3,1
Frenship,152907,152 LUBBOCK,17,RE,10,6999,6,31,60,3,36.1,3,8,3,29,7,96.1,0.1,2.1,351,92.2,87,97,98,92,88,96,79,78,92,91,77,93,65.5,35.2,1027,22,866,510,1,3,9,59,10,17,85100,63472,47386,40310,15,8.1,13.7,37.5,11.4,14.6,16.6,1,4,95,0,83,7,3,1,5,1,308507,1.500000,66072664,9909,41,54,5,9750077,20,85247586,52213708,7830,57,7,5,13,19,29615433,4441,69,12,6,0,6,1,4,3
Roosevelt,152908,152 LUBBOCK,17,RE,4,1135,5,49,45,1,70,4,12,4,31,5,96.3,0,9.4,61,89.1,74,92,.,82,81,97,63,67,82,.,70,92,75.5,20,1024,18.8,193,95,2,3,4,49,15,28,81907,60672,48632,39084,20,5.9,11.9,34.7,11.6,17.9,20.8,0,8,92,0,74,10,12,0,5,0,183701,1.285000,12045765,10447,65,25,10,1390870,15,16344026,10456249,9069,52,6,5,13,25,5384002,4670,53,16,17,0,6,2,5,1
Shallowater,152909,152 LUBBOCK,17,RE,5,1434,1,33,66,0,40.4,3,10,2,29,6,96.2,0,1.9,94,92.2,88,97,97,91,92,99,.,77,93,.,80,95,48.9,27.9,1027,21,208,120,1,5,5,58,15,16,89194,60207,47059,40086,13,6.9,11.9,29.1,13.4,15.8,11.9,0,4,96,0,80,8,4,0,8,0,142423,1.405000,15731643,11367,62,28,10,1247454,11,17465103,12574475,9086,57,7,5,11,21,7130826,5152,56,26,7,0,7,0,4,0
Idalou,152910,152 LUBBOCK,17,RE,4,948,1,47,52,0,41,3,10,3,25,6,96.5,0,5.2,58,87.9,80,95,98,85,87,98,.,69,89,.,68,88,72.7,25,980,21.4,118,73,2,3,4,62,14,15,84377,59238,51894,41475,12,8.1,12.9,21.8,14.6,12.8,6.7,0,0,100,0,77,5,11,0,5,2,208538,1.170000,8251507,9058,64,31,5,1889314,26,7614080,6897193,7571,59,6,6,11,19,4045836,4441,61,14,12,1,4,2,5,1
O'Donnell,153903,153 LYNN,17,AA,3,325,1,67,32,0,68,7,9,7,21,6,96,0,6.1,32,93.9,63,89,81,78,52,91,.,53,81,.,52,100,80.8,4.8,.,18.9,69,36,1,2,7,51,7,31,93700,66217,48004,41046,30,4.7,9.1,33.8,14.6,1.5,24.3,0,6,92,3,77,6,9,0,7,0,337048,1.139000,5203665,15865,57,22,21,1738644,43,4753400,4527960,13805,56,8,4,13,18,2548110,7769,47,6,35,1,4,1,6,0
Tahoka,153904,153 LYNN,17,RE,3,606,4,59,37,1,59.6,3,10,3,26,12,96.3,0,7.1,43,88.1,74,94,97,83,79,94,50,68,84,.,66,95,46.2,33.3,.,21.6,118,60,3,2,3,51,12,29,70900,61260,45208,40042,32,5.1,10,36.6,11.6,6.6,14.4,0,5,95,0,74,6,7,0,8,5,174612,1.040000,6444812,10378,69,21,11,1373523,24,6893835,6496104,10461,56,7,6,14,17,3604121,5804,55,13,20,0,6,1,4,1
New Home,153905,153 LYNN,17,RE,1,196,1,43,55,1,59.7,5,8,5,30,1,96.3,0,5,20,95,78,97,.,88,76,95,.,76,81,.,75,100,87.5,21.4,.,19.9,37,22,3,2,4,59,8,24,69000,57500,40003,40262,25,5.3,9,18.3,14.1,14.3,18.4,0,2,98,0,79,5,7,2,6,1,220091,1.248000,2031320,10580,62,30,8,399293,20,2124992,2041469,10633,56,10,5,14,15,1151252,5996,68,5,17,1,5,0,4,0
Wilson,153907,153 LYNN,17,RE,1,148,1,63,35,2,75,12,16,12,47,3,95.5,0,0,9,100,73,94,94,78,75,92,.,61,92,.,71,.,57.1,.,.,.,32,19,1,0,1,59,11,28,129096,56000,70653,38861,23,4.6,7.8,52.9,7.9,20.6,22.2,0,5,95,0,80,7,5,0,8,0,295260,1.230000,1761348,11588,59,29,12,-19517,-1,2102686,1764851,11611,55,14,5,12,14,975161,6416,61,7,20,0,5,0,5,0
Madisonville Cons,154901,154 MADISON,06,AA,4,2227,23,28,48,1,65.5,13,9,12,26,3,96.2,0,4.8,135,89.7,77,91,93,87,81,94,60,73,87,.,69,88,62.4,20.6,926,20.3,300,159,2,3,5,53,12,25,82224,62300,46815,44354,23,7.4,14,33.9,14,18.6,8.5,3,3,94,1,75,7,4,2,9,4,193520,1.220000,20814742,9296,60,30,10,3900514,24,19362788,16946197,7569,56,6,6,12,21,9499126,4243,62,11,15,1,6,0,4,1
North Zulch,154903,154 MADISON,06,AA,2,329,1,7,88,3,57.4,2,7,2,35,5,95.5,0,19.2,20,73.1,61,87,79,71,74,96,.,69,60,.,59,90,53.8,28.6,1013,21.4,58,32,2,4,0,55,5,34,97207,59648,.,39449,3,5.6,10.3,59.4,6.5,9.4,43.3,0,0,100,0,80,4,3,0,10,3,408721,1.331000,3845695,11311,47,48,6,474767,15,6869456,3174174,9336,53,10,7,14,16,1675142,4927,69,6,12,0,9,1,4,0
Jefferson,155901,155 MARION,08,AA,4,1231,43,4,53,1,70.9,1,14,1,28,5,95.2,0,16.5,71,78,63,92,95,74,68,92,55,63,69,83,57,89,81.7,12.2,1050,18.5,250,117,1,4,5,47,12,31,83017,60207,41070,41717,42,4.9,10.6,30.9,14.7,20.7,20.2,22,1,74,3,74,6,12,0,5,2,489168,1.126000,14055062,11015,41,45,15,4458132,41,13208001,11722479,9187,53,7,7,9,24,6216532,4872,55,15,21,0,4,1,4,1
Stanton,156902,156 MARTIN,18,AA,3,730,1,56,43,0,53.3,6,12,6,24,4,95.1,0,0,43,91.3,73,94,97,84,67,95,.,67,80,.,68,77,33.3,15.4,948,21.2,121,67,2,3,4,56,11,25,73153,72577,58074,48349,24,6,10.8,4.5,18.5,12.1,14.8,1,4,94,0,80,7,7,0,6,0,797985,1.105000,11110617,15116,39,47,14,5707260,74,10199834,8993717,12236,58,7,4,11,20,5217838,7099,48,32,10,1,5,0,4,0
Grady,156905,156 MARTIN,18,EX,1,207,1,36,63,1,34.3,5,8,5,44,4,94.9,0,0,22,100,87,99,.,95,83,96,.,77,92,.,76,100,78.9,20,.,21.5,36,19,3,2,2,51,14,29,95990,70890,58831,48948,23,5.7,11.1,10.7,17.9,35.6,9.4,0,7,93,0,84,3,0,1,13,0,2858001,1.060000,3188239,14829,34,61,5,3144401,52,3586206,2624797,12208,48,11,5,12,24,1267187,5894,60,8,11,1,10,1,11,0
Mason,157901,157 MASON,15,EX,3,631,1,36,64,0,59.3,5,10,5,27,9,97.1,0,2.3,40,97.7,91,98,99,95,91,.,.,86,93,.,88,98,96.8,10,946,18.2,118,54,1,4,8,46,14,27,79778,53365,48122,39417,24,5.4,11.7,22.4,14.5,14.9,9.5,0,2,98,0,79,8,4,1,6,1,389899,1.138000,7510872,12415,53,37,10,1209082,20,7305180,6127789,10129,53,9,6,9,24,3222250,5326,56,13,18,0,6,0,7,0
Bay City,158901,158 MATAGORDA,03,AA,8,3908,17,52,31,1,55.6,8,10,7,28,6,94.6,0,8.5,234,86.5,71,90,90,81,72,91,62,65,85,84,64,83,59.8,18.4,930,20.4,627,294,0,2,10,47,15,27,86042,65172,48966,43347,40,6.2,13.3,46.8,11.4,9,17,12,13,74,1,69,8,2,5,7,9,277849,1.314000,40301348,10113,50,38,12,4062955,13,38041156,34975880,8777,58,6,6,14,16,20341862,5105,53,21,16,1,4,1,3,1
Tidehaven,158902,158 MATAGORDA,03,AA,4,839,7,48,44,1,60.4,7,8,7,32,6,95.7,0,2.9,68,97.1,71,92,88,79,75,93,66,61,82,.,63,91,51.6,25,940,20.4,146,76,1,3,3,52,14,27,80100,61780,47918,42576,27,5.7,11.1,32.9,13.2,17.1,18.2,3,12,85,0,76,8,8,0,8,0,811834,0.975000,9773465,11378,36,59,6,2639066,30,9019799,8710254,10140,51,11,5,12,20,4479521,5215,59,9,16,3,6,1,7,0
Matagorda,158904,158 MATAGORDA,03,RE,1,92,2,28,70,0,98.9,0,13,0,0,13,96.5,.,.,0,.,70,83,80,83,67,.,.,57,76,.,69,.,.,.,.,.,17,8,12,0,0,47,12,29,55726,.,.,42596,12,5.4,11.5,75,7.6,25,12.5,0,0,100,0,88,13,0,0,0,0,2541901,1.145000,1718858,20709,17,78,5,157762,6,2566065,1120545,13501,50,7,13,18,12,559323,6739,72,12,16,0,0,0,0,0
Palacios,158905,158 MATAGORDA,03,RE,4,1526,5,60,23,13,66.6,16,7,18,33,6,96.5,0.4,5.7,99,90.6,79,94,95,89,78,97,68,74,86,91,74,93,64.4,6.9,874,19,245,119,2,4,4,49,11,31,83215,66844,52445,48265,37,6.2,12.8,29,13.9,14.2,14.3,1,16,80,3,76,8,8,2,5,0,1000441,1.060000,20431866,13407,35,58,7,7144327,34,22024706,16516444,10838,53,9,6,15,18,8738610,5734,59,10,15,1,4,6,5,1
Van Vleck,158906,158 MATAGORDA,03,RE,5,912,19,21,59,0,48,0,13,0,29,10,95.9,0,1.7,58,96.6,77,94,96,87,78,93,71,74,81,.,70,89,55.3,11.5,884,15,161,87,1,4,3,54,15,23,73630,63005,52569,46075,30,5.7,10.5,28.8,14.4,16.5,17.4,16,3,80,0,83,9,2,0,5,1,604436,0.982000,10104152,10959,45,51,5,1273643,14,10638771,10082430,10935,55,5,7,14,19,5563181,6034,66,13,12,0,3,0,6,0
Eagle Pass,159901,159 MAVERICK,20,RE,23,14059,0,97,1,2,85.3,39,8,36,23,10,94.9,0.3,14.1,724,75.4,75,90,95,84,79,93,56,75,87,64,73,85,61.9,8.4,863,18.3,1998,883,0,2,6,44,15,32,93488,72748,61630,49735,95,7,15.9,31.3,12.1,17.8,6,0,92,7,1,79,7,0,5,4,4,115967,1.227000,137235568,9947,69,16,16,8278402,7,131557520,120419091,8728,56,5,4,11,23,67899759,4921,55,11,21,3,4,3,3,1
Brady,160901,160 MCCULLOCH,15,AA,4,1324,4,46,50,1,58,3,14,3,26,5,95.1,0,1.1,83,88.3,70,92,96,78,76,96,73,65,74,.,63,84,60,23.8,1037,20.3,253,118,2,3,7,47,16,26,68062,57970,43333,38366,23,5.2,11.2,25.4,13.7,16.2,20.2,1,8,92,0,73,13,4,1,5,4,216240,1.505000,16882363,12703,57,32,11,1960852,17,16616506,13184632,9921,56,8,6,9,21,7323240,5510,54,24,12,0,4,1,5,1
Rochelle,160904,160 MCCULLOCH,15,AA,1,202,1,16,83,1,65.3,0,10,0,26,1,97,0,0,13,92.9,56,95,84,67,68,93,.,63,56,.,57,81,50,16.7,.,19.6,43,22,2,2,4,50,16,26,73812,57000,41295,39515,2,4.6,9.3,2.8,17.5,9.3,9.8,0,0,100,0,78,8,5,0,9,0,195007,1.040000,2373267,12491,69,24,8,51290,3,2680764,2323652,12230,52,12,6,13,17,1206641,6351,59,8,20,0,8,0,5,0
Lohn,160905,160 MCCULLOCH,15,AA,1,111,0,30,70,0,60.4,0,21,0,29,7,96.7,0,0,8,100,63,85,86,72,68,.,.,45,71,.,51,83,71.4,20,.,20,28,13,4,4,1,46,18,28,77500,55101,18766,34067,18,4,8.5,53.8,8.5,15.4,30,0,8,92,0,74,8,8,0,11,0,160723,1.115000,1663407,18690,72,16,12,302969,23,1706893,1518824,17065,53,13,5,14,16,799488,8983,56,9,24,0,8,0,4,0
Waco Charter,161801,161 MCLENNAN,12,RE,1,182,24,73,4,0,95.1,37,5,37,0,0,96.6,.,.,0,.,70,79,.,81,88,.,77,67,.,.,70,.,.,.,.,.,26,14,0,4,0,54,19,23,.,77646,.,35700,38,7,13,85.7,4.5,14.3,35.7,7,7,86,0,86,7,0,7,0,0,0,0.000000,1612780,10207,76,1,24,147680,12,1547993,1522330,9635,59,8,11,12,10,900676,5700,63,7,29,2,0,0,0,0
Rapoport Academy Puplic Sch,161802,161 MCLENNAN,12,RE,3,344,63,8,29,0,74.1,0,7,0,16,0,97.6,0,.,0,.,83,95,86,91,91,.,77,95,90,.,80,.,.,.,.,.,66,35,3,6,13,53,11,14,40746,41321,42359,35783,24,5.2,9.9,74.4,5.4,24.3,15.2,4,0,92,3,87,7,6,0,0,0,0,0.000000,2729238,10961,65,24,11,2326860,124,2396263,2378575,9553,64,11,5,7,12,1519520,6102,75,7,18,0,0,0,0,0
Harmony Sci Acad (Waco),161807,161 MCLENNAN,12,RE,1,379,8,49,40,3,68.3,0,3,0,2,7,96.9,0,.,0,.,73,91,89,77,80,.,59,62,86,.,64,.,.,.,.,.,28,22,0,9,4,80,0,7,.,70014,18500,36081,21,13.5,16.9,82.1,2.3,22.3,48.3,0,13,87,0,97,0,0,0,0,2,0,0.000000,2459006,10464,70,13,17,-94900,-5,2340958,2245209,9554,45,14,8,27,5,1017863,4331,82,4,13,1,0,0,0,0
Crawford,161901,161 MCLENNAN,12,EX,3,584,1,8,91,1,16.6,0,9,0,33,5,96.8,0,1.9,51,94.4,90,99,98,93,93,97,.,79,91,.,81,98,84.4,39.5,1042,23.4,86,49,1,3,3,57,3,31,84500,70386,41843,41222,9,6.8,11.8,19.1,15.3,7,10,0,3,97,0,87,6,0,0,6,0,218468,1.248000,5627218,8989,64,33,2,1600660,31,6909254,4935767,7885,55,7,7,13,19,2699926,4313,74,11,2,0,6,0,7,0
Midway,161903,161 MCLENNAN,12,AA,9,6505,10,16,69,5,24,3,9,2,19,13,96.3,0.1,2.5,448,93,88,98,97,92,90,97,74,82,91,90,79,94,69.8,44.8,1085,22.9,1044,425,2,3,7,41,11,37,79489,62380,52118,45433,16,6.2,15.3,28,13.8,18.8,17.3,2,3,94,0,79,10,1,1,3,7,483186,1.320000,62205908,9720,31,65,4,14907280,31,59490747,46918899,7331,59,6,5,11,19,27555989,4306,71,16,5,1,3,0,3,1
La Vega,161906,161 MCLENNAN,12,AU,5,2778,29,44,27,1,81.9,15,10,14,19,4,95,0.2,19,102,68.7,59,84,85,70,59,83,53,60,65,82,60,72,69.2,3.2,835,17.8,370,176,1,4,6,48,14,28,79629,56581,47827,40257,30,7.5,15.8,34.7,11.9,15.3,17.6,11,10,79,1,82,5,5,3,3,2,206741,1.183000,24816577,9021,61,27,12,2299774,13,23081968,21242672,7722,51,8,6,12,23,10890015,3959,54,12,20,3,3,2,4,2
Lorena,161907,161 MCLENNAN,12,RE,6,1599,1,10,87,1,22.2,2,12,2,24,7,96.4,0,3.5,106,91.3,80,96,94,85,84,94,70,60,82,90,65,89,62,47.4,1065,23.1,196,111,1,4,5,57,8,24,84701,67280,42791,42186,6,8.2,14.4,18,15,15.3,9.6,0,1,98,1,80,7,4,0,5,3,215677,1.247000,13188437,8269,59,39,2,2324710,21,12796129,11544781,7238,53,8,6,11,22,6159523,3862,76,13,3,0,6,1,2,0
Mart,161908,161 MCLENNAN,12,AA,4,552,28,9,63,0,69.7,2,13,2,25,6,96.4,1,3.6,57,96.4,70,94,91,79,75,93,43,72,79,.,68,88,46.7,14.3,908,18.6,91,53,2,3,6,58,4,26,69000,65470,47301,41050,9,6.1,10.4,51.7,7.8,11.7,34.5,0,0,100,0,81,5,6,0,4,3,145956,1.195000,6935951,11796,70,20,9,1471888,26,7562584,5592168,9510,51,9,6,10,25,2822807,4801,49,9,20,1,5,3,12,1
McGregor,161909,161 MCLENNAN,12,AA,3,1262,8,46,46,1,68.1,17,10,17,15,10,96.5,0,6.3,73,86.1,73,92,96,85,69,94,57,66,83,57,67,92,36.1,36.4,1087,20.9,209,104,1,3,3,50,18,25,83325,65666,44466,43219,20,6,12.2,11.6,15.9,17.3,11.6,3,1,96,0,61,8,18,3,4,6,200321,1.210000,14080285,11309,54,33,13,1618034,15,14296114,11798309,9477,57,8,5,10,20,6743324,5416,51,27,14,1,2,0,4,0
Moody,161910,161 MCLENNAN,12,AA,4,739,5,20,73,1,58.6,3,13,3,28,2,96.2,0,3.7,48,88.9,58,88,92,66,64,93,20,35,67,.,48,87,53.3,16.7,993,20.1,117,65,1,3,8,55,10,24,85072,61060,42943,38260,12,6.3,11.4,40.2,9.7,7.7,19.5,0,5,94,2,82,9,3,2,4,0,171573,0.987000,7622281,9964,76,19,5,4317667,68,6502637,6173424,8070,55,4,6,15,20,3364143,4398,61,13,17,0,4,1,5,0
Riesel,161912,161 MCLENNAN,12,RE,2,532,4,9,86,1,36.1,1,13,1,38,6,96.8,0.9,2,48,94.1,79,91,92,86,88,97,54,63,82,.,71,89,78.9,30,990,21,81,46,1,4,2,57,11,24,85680,61160,48488,40309,10,6.6,11.5,29.2,14.1,11.9,33.7,2,4,94,0,75,3,8,1,8,5,162204,1.196000,5167353,9587,69,27,5,1007295,22,4820324,4432289,8223,58,9,5,12,17,2561425,4752,59,17,10,1,6,1,6,0
Waco,161914,161 MCLENNAN,12,AU,33,15371,34,52,13,0,82.8,16,11,15,28,8,94.7,0.2,21.5,667,65.6,58,85,90,69,63,90,48,60,75,83,56,72,50.2,8.7,883,16.7,2101,1049,1,3,10,50,10,26,85542,65891,50507,44179,41,7.3,14.7,39.1,11.8,17,19.6,18,10,71,1,67,9,1,4,6,12,231593,1.359000,145652434,9601,51,32,17,23869841,22,143261019,130476199,8600,55,7,6,13,19,72025870,4748,57,13,18,1,4,1,3,4
West,161916,161 MCLENNAN,12,RE,7,1498,5,12,83,1,42.6,3,12,3,31,5,95.9,0,4.3,119,86.3,81,94,94,88,84,97,60,77,82,.,73,84,53.7,19,949,22.1,312,134,2,3,9,43,9,34,78157,61985,51084,42908,4,4.8,11.2,28.9,13.6,11.2,11.3,1,1,97,1,80,6,3,1,7,4,193749,1.225000,19047967,12540,49,42,9,1808445,15,19110779,17136960,11282,52,11,5,10,22,8818516,5805,47,34,9,1,5,0,3,0
Axtell,161918,161 MCLENNAN,12,AA,6,796,5,13,82,0,57.9,0,22,0,19,3,97.3,0.5,10.8,68,83.8,82,96,96,89,83,95,50,66,86,.,73,70,68.9,7.1,883,17.5,153,79,1,3,7,52,22,16,82948,62139,48610,43090,13,5.2,10.1,25.1,14.7,16.7,15.7,5,1,92,1,66,24,3,0,8,0,112301,1.170000,9331640,11933,77,16,7,4717626,40,8739840,8487539,10854,62,4,6,11,17,5252994,6717,50,35,8,0,3,0,4,0
Bruceville-Eddy,161919,161 MCLENNAN,12,RE,7,856,3,23,73,1,48,3,17,3,28,11,95.3,0,6.3,74,91.3,74,91,84,84,83,95,67,66,77,80,64,90,40,29.2,1018,19.1,171,84,1,7,6,49,16,21,78467,46014,49097,38193,14,5,10.2,27,13.1,10.8,26,0,2,98,0,84,8,0,1,5,1,152700,1.325000,9995641,10865,68,24,7,2320375,26,14417216,8563676,9308,58,6,7,10,19,4926426,5355,59,20,12,0,4,1,4,0
China Spring,161920,161 MCLENNAN,12,RE,6,2149,3,12,84,2,24.5,1,9,1,28,6,96.1,0,1.5,125,94.8,88,97,98,93,89,97,75,81,90,88,80,95,75.2,39.2,1053,21.7,261,148,1,3,6,57,9,25,78787,67844,43619,39703,8,8.2,14.5,22.9,13.6,12.3,15.9,0,3,96,0,86,5,3,0,3,4,233785,1.430000,19098006,8937,55,42,2,1853377,13,16864583,13976690,6540,59,7,6,13,15,8284780,3877,74,15,4,0,3,1,4,0
Connally,161921,161 MCLENNAN,12,AA,8,2492,28,25,46,2,70.9,6,13,6,16,5,96,0.2,4.7,135,88.7,65,87,83,75,66,92,55,61,72,81,60,85,51.7,9.8,900,18.4,367,171,1,4,9,47,14,25,80865,60963,49310,40510,14,6.8,14.5,42.5,10.5,9.3,29.1,5,3,92,0,81,12,0,1,3,3,204516,1.230000,24641740,9398,57,30,13,5920133,32,32448915,21308604,8127,53,7,6,12,23,11256935,4293,62,16,15,0,3,1,4,0
Robinson,161922,161 MCLENNAN,12,AA,7,2190,5,18,76,1,25.8,1,12,1,31,7,96.5,0,1.1,171,98.3,79,95,97,88,79,94,70,71,82,91,69,90,53.8,30.8,1069,21.8,276,162,1,3,8,59,14,15,79006,62688,47986,41975,7,7.9,13.5,22.3,14.1,10.5,13.5,1,1,98,0,77,12,1,1,5,4,194500,1.180000,17807809,8191,64,30,6,1877613,13,20009419,16305911,7500,60,5,6,10,19,9749338,4485,60,20,5,0,4,5,5,0
Bosqueville,161923,161 MCLENNAN,12,RE,2,511,7,19,73,1,39.7,3,10,3,31,5,97.3,0,10.7,27,89.3,88,98,96,93,91,96,83,88,88,.,79,97,56,28.6,1013,22,87,47,2,3,5,54,13,23,67230,59796,41873,42858,15,5.9,10.9,12.8,15.6,21.4,12.8,0,6,94,0,83,7,2,0,8,0,231220,1.561000,5156284,10632,59,36,6,368359,9,9629338,4497246,9273,60,9,5,10,17,2679370,5524,69,14,5,0,8,0,5,0
Hallsburg,161924,161 MCLENNAN,12,AA,1,117,3,8,89,0,36.8,2,8,2,0,8,97.6,.,.,0,.,85,98,.,93,61,.,.,83,85,.,78,.,.,.,.,.,21,11,2,2,2,51,14,28,88795,88795,38110,41995,5,5.5,11,9.4,17.1,18.7,9.4,0,0,100,0,91,7,0,0,0,2,571636,1.040000,1191486,11681,25,68,7,542552,46,1135983,1068797,10478,54,12,9,10,14,581584,5702,78,11,10,0,0,1,0,0
