DISTRICT,DISTNAME,REGION,DPETALLC,DPETBLAP,DPETHISP,DPETWHIP,DPETINDP,DPETASIP,DPETPCIP,DPETTWOP,DPETECOP,DPETSPEP,total OUT OF SCHOOL SUSPENSIONS,ratio ECO. DISADV. OUT OF SCHOOL SUSPENSIONS vs average,ratio SPEC. ED. OUT OF SCHOOL SUSPENSIONS vs average,ratio BLACK OR AFRICAN AMERICAN OUT OF SCHOOL SUSPENSIONS vs average,ratio HISPANIC/LATINO OUT OF SCHOOL SUSPENSIONS vs average,ratio WHITE OUT OF SCHOOL SUSPENSIONS vs average,ratio AMERICAN INDIAN OR ALASKA NAT OUT OF SCHOOL SUSPENSIONS vs average,ratio ASIAN OUT OF SCHOOL SUSPENSIONS vs average,ratio NATIVE HAWAIIAN/OTHER PACIFIC OUT OF SCHOOL SUSPENSIONS vs average,ratio TWO OR MORE RACES OUT OF SCHOOL SUSPENSIONS vs average
227803,WAYSIDE SCHOOLS,13,1111,4.6,63,26.6,0.5,2.2,0,3.2,54,6.4,0,1,1,1,1,1,1,1,1,1
227804,NYOS CHARTER SCHOOL,13,871,14.1,34,43.2,0.1,5.9,0,2.8,42.4,7.8,67,1.1264,4.0184,0.1059,1.3608,1.1747,0,0.2530,1,0
227805,TEXAS EMPOWERMENT ACADEMY,13,237,90.3,4.6,1.3,0,0,0,3.8,78.9,6.8,0,1,1,1,1,1,1,1,1,1
227806,UNIVERSITY OF TEXAS UNIVERSITY CHA,13,638,15,29.5,49.5,0.5,1.6,0,3.9,61.9,34.5,0,1,1,1,1,1,1,1,1,1
227814,CHAPARRAL STAR ACADEMY,13,360,5.3,25,57.8,0.6,9.4,0,1.9,0.6,1.7,3,0,0,0,1.3333,0.5767,0,3.5461,1,0
227816,HARMONY SCIENCE ACADEMY (AUSTIN),13,3070,11.3,46.6,29.5,0.2,9.7,0,2.7,51.4,5.4,267,1.4136,2.9824,1.6241,1.4467,0.4444,1.8727,0.0386,1,0.1387
227817,CEDARS INTERNATIONAL ACADEMY,13,353,29.5,63.5,4.8,0.8,0.3,0,1.1,93.5,4.8,65,0.0165,4.8077,1.5645,0.7753,0.3205,1.9231,0,1,1.3986
227819,UNIVERSITY OF TEXAS ELEMENTARY CHA,13,305,11.5,68.5,15.1,0.3,1.3,0,3.3,50.2,7.9,0,1,1,1,1,1,1,1,1,1
227820,KIPP AUSTIN PUBLIC SCHOOLS INC,13,3098,5.5,91.5,1.8,0,0.3,0,0.8,91.1,6.6,175,1.1855,3.8095,0.1039,1.0804,0.3175,1,0,1,0
227821,AUSTIN DISCOVERY SCHOOL,13,374,2.9,22.7,69.8,0,0.8,0,3.7,20.6,8.3,16,0.3034,0.7530,2.1552,0.2753,1.1640,1,0,1,1.6892
227824,THE EAST AUSTIN COLLEGE PREP ACADE,13,854,13.7,84.1,1.8,0,0,0,0.5,93.8,12.2,0,1,1,1,1,1,1,1,1,1
227825,AUSTIN ACHIEVE PUBLIC SCHOOLS,13,278,7.9,88.8,2.9,0,0,0,0.4,30.2,6.8,134,0.0247,1.9754,0.0945,1.1009,0.2573,1,1,1,1.8657
227901,AUSTIN ISD,13,85014,8.2,60,25.4,0.2,3.5,0.1,2.6,61.2,9.9,9075,1.4646,2.8082,2.9228,1.0889,0.3215,1.8182,0.1322,0.5510,0.6357
227904,PFLUGERVILLE ISD,13,23497,18.1,46,24.3,0.4,7.4,0.2,3.6,53.8,9.9,2136,1.5167,2.6293,2.1184,0.9394,0.5549,0.1170,0.2214,0.2341,0.8973
227907,MANOR ISD,13,8619,23.7,62.2,9.3,0.2,2.5,0.1,2,78.2,7.5,749,1.1763,2.6168,2.1970,0.7148,0.3445,0.6676,0,0,0.0668
227909,EANES ISD,13,7983,0.8,13,70.9,0.3,10.9,0.1,3.9,3.1,7.4,48,6.0484,6.7568,2.6042,1.6026,1.0284,0,0.1911,0,0.5342
227910,DEL VALLE ISD,13,11611,9.9,81.9,6.2,0.3,0.6,0.1,1.1,85.5,9.4,1930,1.0508,2.9324,1.7742,0.9003,1.1115,2.0725,0.8636,0,0.6123
227912,LAGO VISTA ISD,13,1383,0.9,21.3,74.7,0.3,0.6,0.1,2.2,30.1,10.2,5,3.3223,1.9608,0,0,1.3387,0,0,0,0
227913,LAKE TRAVIS ISD,13,8224,1,19.3,71.4,0.4,4.1,0,3.8,12.6,7,39,1.8315,4.3956,0,0.1329,1.2928,0,0.6254,1,0.6748
228901,GROVETON ISD,06,719,6.5,11.1,76.5,0.1,0.4,0,5.3,62.7,9,23,0.0693,4.8309,0.6689,0,1.1935,0,0,1,0.8203
228903,TRINITY ISD,06,1223,18.6,21.3,57.1,0.2,0.3,0,2.5,74.2,8.1,118,1.1764,1.7786,2.0959,0.3979,0.8163,0,0,1,2.3729
228904,CENTERVILLE ISD,06,109,0,5.5,94.5,0,0,0,0,62.4,11.9,1,1.6026,0,1,0,1.0582,1,1,1,1
228905,APPLE SPRINGS ISD,06,194,6.7,5.7,86.1,0.5,0,0,1,52.6,13.9,0,1,1,1,1,1,1,1,1,1
229901,COLMESNEIL ISD,05,414,2.9,4.6,90.3,0.5,0.5,0,1.2,57.5,10.9,2,0.8696,4.5872,17.2414,0,0.5537,0,0,1,0
229903,WOODVILLE ISD,05,1323,25.2,6.9,62.1,2.1,0.4,0.1,3.3,68.7,14.4,244,1.4079,3.9276,1.5938,0.7128,0.8316,0,0,0,0.9935
229904,WARREN ISD,05,1251,1.4,4.3,91.5,0.5,0.5,0,1.8,46.6,7.8,2,24.6781,6.4103,0,11.6279,0.5464,0,0,1,0
229905,SPURGER ISD,05,391,0,4.1,92.8,1.5,0,0,1.5,59.6,11,29,1.3886,0.3135,1,0,1.0776,0,1,1,0
229906,CHESTER ISD,05,178,11.2,2.8,84.8,0,0,0,1.1,52.8,13.5,2,0.9470,3.7037,4.4643,0,0.5896,1,1,1,0
230901,BIG SANDY ISD,07,704,11.6,8.7,73.4,0.7,0.6,0.1,4.8,65.9,9.7,12,1.6439,0.8591,0.7184,0,1.1353,0,0,0,1.7361
230902,GILMER ISD,07,2462,14.8,15.5,64.6,0.7,0.6,0,3.8,66.6,7.9,28,0.0536,2.7125,1.9305,0.2304,0.9951,0,0,1,0.9398
230903,ORE CITY ISD,07,843,7.2,14.2,74,0.6,0.8,0,3.1,67,9.6,4,0.3731,2.6042,0,1.7606,0.3378,41.6667,0,1,8.0645
230904,UNION HILL ISD,07,314,8.6,16.6,71.3,0.3,0.3,0.3,2.5,63.7,6.1,1,1.5699,0,0,0,1.4025,0,0,0,0
230905,HARMONY ISD,07,1039,0.7,16,80.8,0.3,0.3,0,2,50.9,6.4,2,0.9823,0,0,3.1250,0.6188,0,0,1,0
230906,NEW DIANA ISD,07,991,7.6,9,78.1,0.4,0.2,0,4.7,38.7,6,18,0.1436,0.9259,0.7310,0.6173,1.0670,0,0,1,1.1820
230908,UNION GROVE ISD,07,769,0.4,6.1,89.9,0.8,0.3,0.1,2.5,43.7,5.5,2,1.1442,9.0909,0,8.1967,0.5562,0,0,0,0
231901,MCCAMEY ISD,18,546,2.4,73.6,22.5,0.5,0.2,0,0.7,50.9,7.1,0,1,1,1,1,1,1,1,1,1
231902,RANKIN ISD,18,261,0.4,46,52.1,1.1,0,0,0.4,47.5,5,1,2.1053,0,0,2.1739,0,0,1,1,0
232901,KNIPPA ISD,20,372,0,51.9,46.8,0,1.3,0,0,32.8,1.9,2,1.5244,26.3158,1,0.9634,1.0684,1,0,1,1
232902,SABINAL ISD,20,530,0.2,69.8,27.7,0.6,0.2,0,1.5,66.4,9.2,51,1.2107,3.6232,0,0.9832,1.1326,0,0,1,0
232903,UVALDE CISD,20,4825,0.3,89.3,9.1,0.3,0.6,0.1,0.4,81.8,12,185,1.1762,2.6126,1.8018,0.9927,1.1286,1.8018,0,0,0
232904,UTOPIA ISD,20,213,0.9,17.4,81.2,0,0.5,0,0,44.6,9.4,2,1.1211,5.3191,0,2.8736,0.6158,1,0,1,1
233901,SAN FELIPE-DEL RIO CISD,15,10655,0.8,92.3,6.1,0.2,0.3,0,0.3,75.8,7.9,764,1.2070,2.1208,0.1636,1.0253,0.8154,0.6545,0,1,0.4363
233903,COMSTOCK ISD,15,193,0,45.1,52.3,0.5,1,0,1,33.7,8.8,2,0,0,1,1.1086,0.9560,0,0,1,0
234801,RANCH ACADEMY,07,95,17.9,3.2,77.9,0,0,0,1.1,61.1,38.9,12,0.1364,2.9991,0.4655,0,1.0697,1,1,1,7.5758
234902,CANTON ISD,10,2067,2,10.2,83.6,1.2,0.5,0,2.5,40.4,6.8,37,2.0739,3.5771,1.3514,1.5898,0.9375,2.2523,0,1,0
234903,EDGEWOOD ISD,07,928,5.1,9.1,80.7,0.8,0.2,0,4.2,48.5,12.6,2,18.5567,39.6825,9.8039,0,0.6196,0,0,1,0
234904,GRAND SALINE ISD,07,1086,1.2,25.1,71.9,0.5,0.2,0,1.1,63.6,9,2,22.0126,83.3333,0,1.9920,0.6954,0,0,1,0
234905,MARTINS MILL ISD,07,490,2.4,19.8,75.9,0.4,0.2,0.2,1,45.1,10.8,2,1.1086,4.6296,0,0,0.6588,125.0000,0,0,0
234906,VAN ISD,07,2316,2.5,18.4,75.2,1,0.6,0.1,2.1,54.1,10.1,76,1.6295,4.4294,0.5263,0.5721,0.9798,1.3158,0,0,6.2657
234907,WILLS POINT ISD,10,2457,4.8,20.6,69.5,1.1,0.3,0.1,3.6,67,9.3,57,1.2831,3.2069,4.7515,1.1071,0.7320,1.5949,0,0,0.4873
234909,FRUITVALE ISD,07,404,0.7,9.9,84.2,0.2,0.7,0,4.2,72.8,11.1,3,0.4579,3.0030,0,0,0.3959,166.6667,0,1,7.9365
235901,BLOOMINGTON ISD,03,915,4.4,83.9,9.9,0.1,0,0,1.6,81.9,9.8,178,1.2759,4.0128,0.1277,1.1718,0.0567,0,1,1,0.3511
235902,VICTORIA ISD,03,14484,7.4,63.4,26.8,0.2,0.9,0.1,1.2,62.6,8.9,3496,1.4654,2.0023,1.9675,1.1338,0.4323,3.0034,0,0,1.1442
235904,NURSERY ISD,03,106,3.8,45.3,49.1,0,0,0,1.9,52.8,8.5,2,0.9470,5.8824,0,1.1038,1.0183,1,1,1,0
236801,RAVEN SCHOOL,06,78,23.1,39.7,35.9,0,0,0,1.3,100,20.5,0,1,1,1,1,1,1,1,1,1
236901,NEW WAVERLY ISD,06,902,20.1,14.2,60.5,0.9,0,0,4.3,52.7,10.3,66,1.5238,3.0891,1.6584,0.9603,0.6261,0,1,1,3.5236
236902,HUNTSVILLE ISD,06,6467,24.8,30.9,40.9,0.3,1,0,2.1,64.1,8.6,869,1.2279,2.5825,2.1113,0.4730,0.7259,0.3836,0.1151,1,1.4795
237902,HEMPSTEAD ISD,04,1551,25.5,56.5,16,0,0.6,0,1.4,77.7,8.6,94,1.1775,2.5977,2.2111,0.7343,0.0665,1,0,1,0.7599
237904,WALLER ISD,04,5895,10.6,49.4,36.5,0.7,0.4,0.1,2.3,64.3,6.6,92,1.6397,4.4466,0.1025,1.0121,1.3103,0,0,0,0.4726
237905,ROYAL ISD,04,2174,19,69.5,9,0.3,0.1,0,2.1,82.3,8.3,271,1.0895,2.7564,2.1558,0.6477,1.2710,0,0,1,1.2300
238902,MONAHANS-WICKETT-PYOTE ISD,18,2203,4.8,58.2,35.3,0.4,0.5,0.1,0.7,50.7,9.6,38,1.2457,3.0154,4.3860,0.9043,0.7455,0,0,0,0
238904,GRANDFALLS-ROYALTY ISD,18,135,1.5,72.6,25.2,0,0,0,0.7,57,9.6,0,1,1,1,1,1,1,1,1,1
239901,BRENHAM ISD,06,4874,22.4,31.5,42.8,0.1,1.5,0,1.7,55.9,11.6,410,1.3133,3.3642,2.2104,0.7820,0.5243,0,0,1,2.0086
239903,BURTON ISD,06,361,15.8,16.6,65.7,0.3,0,0.3,1.4,49.6,12.7,2,10.0806,3.9370,3.1646,0,0.7610,0,1,0,0
240801,GATEWAY ACADEMY CHARTER DISTRICT,01,408,0.2,99,0.5,0.2,0,0,0,94.4,14,0,1,1,1,1,1,1,1,1,1
240901,LAREDO ISD,01,24915,0.1,99.5,0.4,0,0.1,0,0,97.7,7.7,1777,0.0006,1.6736,0,1.0039,0.1407,1,0,1,1
240903,UNITED ISD,01,43422,0.1,98.5,1,0,0.3,0,0.1,73.6,7.4,3142,1.2368,2.4515,0.3183,1.0117,0.2546,1,0.1061,1,0
240904,WEBB CISD,01,319,0,93.7,6.3,0,0,0,0,64.3,8.5,2,0.7776,0,1,0.5336,7.9365,1,1,1,1
241901,BOLING ISD,03,1089,10,53,35.4,0,0.4,0,1.3,53.3,7,2,0.9381,0,5.0000,0,1.4124,1,0,1,0
241902,EAST BERNARD ISD,03,952,6.2,28.5,64.4,0.1,0,0,0.8,33.4,5.1,13,2.7637,1.5083,1.2407,2.9690,0.1194,0,1,1,0
241903,EL CAMPO ISD,03,3580,11.7,60.7,26.3,0.1,0.2,0.1,1,65.1,7.4,244,1.3472,4.0430,3.8181,0.8980,0.0156,4.0984,0,0,0
241904,WHARTON ISD,03,2155,28.4,55,15.2,0.1,0.4,0,0.9,81,7.6,227,1.0605,2.2026,1.5356,0.8170,0.5796,0,0,1,2.9369
241906,LOUISE ISD,03,489,3.5,57.1,38.2,0.2,0.2,0,0.8,59.9,4.5,2,0.8347,0,0,0.8757,1.3089,0,0,1,0
242902,SHAMROCK ISD,16,432,7.2,26.6,57.9,2.8,1.6,0,3.9,57.2,10.2,7,0.2498,0,1.9841,0.5371,1.2337,0,0,1,0
242903,WHEELER ISD,16,471,0,62.8,35.7,0.6,0,0,0.8,53.9,10,0,1,1,1,1,1,1,1,1,1
242905,KELTON ISD,16,132,0,29.5,68.2,0,0,0,2.3,54.5,7.6,0,1,1,1,1,1,1,1,1,1
242906,FORT ELLIOTT CISD,16,147,0,6.8,89.8,0.7,0,0,2.7,16.3,13.6,0,1,1,1,1,1,1,1,1,1
243801,BRIGHT IDEAS CHARTER,09,159,3.1,27,61.6,1.9,0.6,0,5.7,61,10.1,2,0.8197,0,0,1.8519,0.8117,0,0,1,0
243901,BURKBURNETT ISD,09,3437,6.8,15.1,70.2,0.8,1.5,0.6,5.1,49.6,9.7,18,0.1120,0.5727,0,0.3679,1.1871,0,0,9.2593,1.0893
243902,ELECTRA ISD,09,439,7.3,20,65.6,0.2,0.7,0,6.2,65.4,10.5,0,1,1,1,1,1,1,1,1,1
243903,IOWA PARK CISD,09,1776,0.6,7.2,87.9,1.5,0.6,0.1,2.1,43.4,9.7,1,2.3041,10.3093,0,0,1.1377,0,0,0,0
243905,WICHITA FALLS ISD,09,14549,14.7,33.6,44,0.9,2.5,0.2,4.2,65.5,12.2,1406,1.3638,2.0929,2.8111,0.8827,0.5221,0.0790,0.0284,0.3556,1.3886
243906,CITY VIEW ISD,09,985,8.7,26.7,56.2,1,1.6,0,5.7,64.6,11.7,2,4.6440,4.2735,0,1.8727,0.8897,0,0,1,0
244901,HARROLD ISD,09,120,0.8,38.3,58.3,0.8,0.8,0,0.8,65,15,0,1,1,1,1,1,1,1,1,1
244903,VERNON ISD,09,2101,9.6,41.3,43.9,1.2,1.3,0.1,2.6,71.5,9.6,100,1.4406,2.2917,0.1042,1.1380,1.1390,0.8333,0,0,0.3846
244905,NORTHSIDE ISD,09,174,4.6,26.4,66.1,0.6,0.6,0,1.7,49.4,6.3,2,1.0121,7.9365,10.8696,0,0.7564,0,0,1,0
245901,LASARA ISD,01,487,0,97.3,1.4,0.6,0.2,0.4,0,85,4.5,0,1,1,1,1,1,1,1,1,1
245902,LYFORD CISD,01,1586,0.1,97.2,2.4,0,0.3,0,0.1,84.5,7.7,51,1.0210,1.7825,0,1.0288,0,1,0,1,0
245903,RAYMONDVILLE ISD,01,2154,0.4,98.2,1.1,0.2,0.1,0,0,93.1,6.5,399,1.0364,1.4652,0,0.9979,1.8227,0,0,1,1
245904,SAN PERLITA ISD,01,276,0.4,89.1,9.8,0.4,0.4,0,0,68.8,9.8,2,0.7267,5.1020,0,0.5612,5.1020,0,0,1,1
246801,MERIDIAN WORLD SCHOOL LLC,13,975,4.3,19.3,53.4,0.5,19.4,0.2,2.9,8.4,4,1,0,0,0,0,1.8727,0,0,0,0
246902,FLORENCE ISD,13,981,1.5,40,54.6,0.3,0.6,0.4,2.5,58.3,9.9,2,0.8576,5.0505,0,1.2500,0.9158,0,0,0,0
246904,GEORGETOWN ISD,13,10519,3.6,40.7,52.1,0.3,1.1,0.1,2.2,46.3,8.5,327,1.6380,2.5904,2.1237,1.2623,0.7396,0,0,0,1.1120
246905,GRANGER ISD,13,420,2.4,41.2,54.3,0.2,0,0,1.9,56.9,9.3,14,1.0043,3.8402,0,1.5603,0.6577,0,1,1,0
246906,HUTTO ISD,13,5915,12.3,41.8,40,0.2,0.9,0.2,4.5,45.3,8.4,249,1.3476,2.5818,3.0692,0.7206,0.7831,2.0080,0,0,0.0892
246907,JARRELL ISD,13,1136,3.1,46.2,46.1,0,0.6,0.2,3.8,62.4,8.9,17,1.6968,0.6609,1.8975,1.7825,0.1276,1,0,0,1.5480
246908,LIBERTY HILL ISD,13,2968,1,18.6,77.3,0.4,0.4,0.2,2.2,25.5,7.7,39,3.4188,5.3280,2.5641,0.1379,1.2273,0,0,0,0
246909,ROUND ROCK ISD,13,46535,8.9,30.3,43.4,0.4,12.7,0.2,4.1,29.1,8.2,1710,2.0277,3.2235,2.9371,1.1464,0.8058,0.1462,0.0046,0,0.9842
246911,TAYLOR ISD,13,3236,9.8,61.7,25.9,0.2,0.6,0,1.9,65.9,11,456,0,0,1.2755,1.4110,0.0085,0,0,1,0.1154
246912,THRALL ISD,13,652,2.3,27.1,66.6,0.5,0.2,0.2,3.2,39.1,8.6,0,1,1,1,1,1,1,1,1,1
246913,LEANDER ISD,13,35355,3.9,23.9,62.6,0.3,5.5,0.2,3.7,18.9,9.2,180,2.6161,3.8647,3.1339,1.3482,0.8608,1.8519,0.1010,0,0.1502
246914,COUPLAND ISD,13,104,0,26.9,67.3,1.9,1,0,2.9,32.7,4.8,0,1,1,1,1,1,1,1,1,1
247901,FLORESVILLE ISD,20,3802,1.2,64,32.5,0.5,0.3,0,1.3,56.5,10.8,157,1.2175,2.8898,0.5308,1.2341,0.6075,0,0,1,0.4900
247903,LA VERNIA ISD,20,3108,1.1,26.5,69.7,0.5,0.1,0,2,25.3,10,140,2.0892,3.7857,0,0.8895,1.0760,1.4286,0,1,0.3571
247904,POTH ISD,20,850,0.5,48.2,50.6,0.2,0,0,0.5,39.4,8.1,1,2.5381,0,0,2.0747,0,0,1,1,0
247906,STOCKDALE ISD,20,810,0.9,47.3,50.4,0.1,0.1,0,1.2,50.6,13.8,1,1.9763,0,0,2.1142,0,0,0,1,0
248901,KERMIT ISD,18,1437,1.9,76.9,19.6,0.3,0.4,0,0.8,66.6,8.2,33,1.1830,2.2173,0,0.6699,2.4737,0,0,1,0
248902,WINK-LOVING ISD,18,403,2.2,34,61.3,1,0,0,1.5,36.7,7.7,0,1,1,1,1,1,1,1,1,1
249901,ALVORD ISD,11,703,1,12.7,85.1,0,0.1,0,1.1,28.6,8.1,4,0.8741,3.0864,25.0000,1.9685,0.2938,1,0,1,22.7273
249902,BOYD ISD,11,1155,1.1,13.9,81,1.2,0.1,0.4,2.3,53.9,8.2,25,0.0742,2.9268,3.6364,0.2878,1.1358,0,0,0,0
249903,BRIDGEPORT ISD,11,2124,0.6,48.4,48.9,0.5,0.3,0,1.2,52.1,8.1,31,1.8575,5.9737,5.3763,0.0666,1.9131,0,0,1,0
249904,CHICO ISD,11,600,1.7,25,70.8,1,0,0,1.5,53.5,8.3,2,0.9346,6.0241,0,2.0000,0.7062,0,1,1,0
249905,DECATUR ISD,11,2974,1.1,33.2,62.5,0.8,0.8,0.1,1.6,45.3,7.7,21,1.8921,4.9474,0,0.1434,1.4476,5.9524,0,0,0
249906,PARADISE ISD,11,1103,0.7,11.6,85.7,0.5,0.2,0,1.4,31.7,11,9,0.3505,1.0101,0,0,1.1669,0,0,1,0
249908,SLIDELL ISD,11,234,1.3,26.1,72.2,0,0,0,0.4,56,9.8,2,5.3571,5.1020,0,1.9157,0.6925,1,1,1,0
250902,HAWKINS ISD,07,740,10.5,4.6,79.9,0.3,0,0.4,4.3,60.4,10.1,26,0.0637,4.9505,0.3663,0,1.1072,0,1,9.6154,0.8945
250903,MINEOLA ISD,07,1608,7.6,27.2,59.9,0.4,1,0,3.8,61.8,7.2,94,1.4976,2.6596,8.8186,0.0391,0.5150,0,0,1,0.2800
250904,QUITMAN ISD,07,1128,2.1,17,77.2,0.6,0.2,0.1,2.7,59.2,9.7,99,1.4674,0.6248,0.4810,0.0594,1.0860,0,0,0,5.2376
250905,YANTIS ISD,07,370,0.3,22.7,73.2,0.3,0,0,3.5,58.1,5.9,3,10.3270,5.6497,111.1111,1.4684,0.4554,0,1,1,0
250906,ALBA-GOLDEN ISD,07,840,0.5,10.5,87.6,0.1,0.7,0,0.6,53.6,9.6,2,13.0597,5.2083,0,4.7619,0.5708,0,0,1,0
250907,WINNSBORO ISD,07,1497,1.7,15,78.8,0.5,1.1,0.1,2.9,53.4,7.5,39,1.8246,6.8376,1.5083,0.1709,1.1714,0,0,0,0.8842
251901,DENVER CITY ISD,17,1714,0.9,78.3,19.4,0.2,0.2,0,0.9,49.1,5.9,1,2.0367,0,0,1.2771,0,0,0,1,0
251902,PLAINS ISD,17,464,0,62.7,36.9,0,0,0,0.4,65.9,7.8,1,1.5175,0,1,1.5949,0,1,1,1,0
252901,GRAHAM ISD,09,2572,1.2,28.7,67.8,0.5,0.4,0.1,1.2,56.3,9.8,31,1.9481,2.6333,2.6882,0.1124,1.2846,6.4516,0,0,2.6882
252902,NEWCASTLE ISD,09,211,0,13.3,86.7,0,0,0,0,50.7,10.9,0,1,1,1,1,1,1,1,1,1
252903,OLNEY ISD,09,718,2.2,36.2,56.8,0.7,0.6,0,3.5,63.9,12.1,55,1.3942,2.1037,9.0909,0.0502,1.3444,0,0,1,0.5195
253901,ZAPATA COUNTY ISD,01,3596,0,99.1,0.8,0,0.1,0,0,79.2,6.3,136,1.0677,2.5677,1,1.0091,0,1,0,1,1
254901,CRYSTAL CITY ISD,20,2012,0.4,98,1.3,0,0,0,0.2,86.9,8.1,246,1.0619,1.9572,1.0163,1.0121,0.3127,1,1,1,0
254902,LA PRYOR ISD,20,476,0.2,92.9,6.7,0,0,0,0.2,84.7,10.3,2,0.5903,33.9806,0,0.5382,7.4627,1,1,1,0
